,ds,iOS,iOS_pi_lower,iOS_pi_upper,web,web_pi_lower,web_pi_upper,Android,Android_pi_lower,Android_pi_upper,mobile_web,mobile_web_pi_lower,mobile_web_pi_upper,Total,Total_pi_lower,Total_pi_upper
165,2018-07-21,72070.2878706765,64878.02035659086,79007.8643795216,90275.08744826572,73421.73054059526,106969.26254266701,31079.439628864293,28421.047488230728,33749.119106391954,38932.625783803356,35621.234055127585,42128.46614463714,232357.44073160988,202342.0324405444,261854.71217321773
166,2018-07-22,74426.78311809558,67487.6572393855,81696.35675308912,95067.6301339068,77726.51898697791,112669.60031072133,31517.66264041881,28846.45038374431,34127.094795221245,40143.53698230506,36713.45402080458,43542.49303974754,241155.61287472624,210774.0806309123,272035.5448987792
167,2018-07-23,78888.08390198926,71566.22843016362,85905.11739855782,135763.71330962167,118803.80056525233,153571.7068992812,33176.345829918595,30649.211397412208,36049.44876080746,41605.70820380518,37850.01738163699,44954.10608860334,289433.8512453347,258869.25777446514,320480.3791472498
168,2018-07-24,78500.3346746245,71411.2398219978,85193.77142654233,135849.49401752936,120411.1909250491,153055.2101544671,33425.847511496686,30764.49667046836,36130.19363854022,41774.83911930638,38412.12526364823,45235.85616340693,289550.5153229569,260999.05268116348,319615.03138295654
169,2018-07-25,78094.8732805102,71183.31051569676,84903.3038736702,135459.22848007802,118145.29526909761,154542.58272274456,33387.913878642124,30769.491665592806,36169.22577033614,41114.17946832915,37484.327370091356,44596.31529939366,288056.19510755956,257582.42482047854,320211.42766614456
170,2018-07-26,76975.4026847749,70384.20705665015,84232.58738669884,131968.04995330842,115774.43173669222,149381.07564662182,32927.01536346587,30195.090861107787,35432.721444334784,40496.34284622891,37415.36557871791,43816.54894897563,282366.8108477781,253769.09523316805,312862.9334266311
171,2018-07-27,74147.5858171871,67489.58850402798,81635.14112521849,121109.75259332484,103718.86868643816,138411.78876694213,31986.027091917906,29157.473441418362,34709.34051742002,39395.09856927964,36367.97404236163,43045.932701385,266638.4640717095,236733.90467424612,297802.20311096567
172,2018-07-28,70408.89548339922,63225.341430849505,77370.54587696058,91227.5583646544,73988.27286125536,108554.39570624639,30719.865012759496,28056.573618357645,33351.08368983296,38603.417777692084,35223.40452322087,42071.756062242705,230959.7366385052,200493.5924336834,261347.78133528263
173,2018-07-29,72896.57178969149,65582.68299840376,79744.76689058937,96217.78021153898,80076.45957085749,115083.67604823125,31200.983589129693,28600.056035159036,33955.330402885236,39760.55274589169,36203.29130232185,42955.023725543666,240075.88833625184,210462.48990674215,271738.79706724954
174,2018-07-30,77510.94023852573,70599.31143148933,84561.484370986,137110.04242246202,119030.15480021479,153161.64041062843,32905.08233776547,30205.170602099988,35830.67083722091,41176.366788152096,37584.18372744334,44744.16614118422,288702.43178690533,257418.82056124744,318297.9617600196
175,2018-07-31,77290.92551988819,70592.41256440661,84622.89154089068,137381.78789790004,119627.57254894542,154433.45907979243,33200.31364110313,30537.795275687073,35686.125375381285,41305.04276539542,38151.227986472775,44421.70552931708,289178.06982428674,258909.00837551185,319164.18152538146
176,2018-08-01,77060.37046248886,70506.24924237051,83732.22955336994,137159.01314167544,120163.82084708782,153891.78656218678,33206.26432101829,30719.319226528427,35823.97789561158,40608.06958620853,36980.53997980757,44084.83693239891,288033.71751139115,258369.9292957943,317532.83094356715
177,2018-08-02,76115.44166221844,68545.8844062654,82745.23262788879,133809.2520628752,116703.90507014625,150509.42089983783,32785.3588378939,30231.269344388806,35481.47845301919,39956.12484327487,36490.08404854193,43360.36707339769,282666.1774062624,251971.14286934238,312096.4990541435
178,2018-08-03,73454.45709069751,66528.39671182762,80427.7819148577,123059.54052295795,106843.99898593454,139757.82695228647,31878.602434104887,29222.870744299074,34561.10084091145,38820.94193695432,35310.22856489265,42384.071109574485,267213.5419847147,237905.4950069539,297130.78081763006
179,2018-08-04,69867.9606379829,62958.2730362804,77326.79099694225,93247.33482556348,76395.99265818,111472.27564802112,30639.27393263242,27931.288910893236,33335.47849025894,37993.4354462672,34728.281575242814,41530.098663084726,231748.00484244598,202013.83618059644,263664.64379830705
180,2018-08-05,72486.88932672438,65520.083913656126,79368.00455095751,98264.29451468641,80863.72943718609,115298.23071888865,31138.472403554533,28390.573680475416,33849.851651087745,39110.86117907849,35616.19612442574,42609.75429068893,241000.51742404382,210390.58315574337,271125.8412116228
181,2018-08-06,77206.08013400022,70441.60867834731,84350.60419450654,139136.58858078063,122989.70511185561,156530.20560860855,32850.863547770525,30346.98257904426,35398.06024562766,40481.225691437336,37170.75799049011,44149.04080066335,289674.7579539887,260949.05435973732,320427.9108494061
182,2018-08-07,77059.94589632779,70078.60623096899,84171.66341239234,139339.45397680666,121874.10973133697,155439.1146466662,33143.91706995547,30598.246461889026,35696.79749904198,40557.07070240246,37124.65840556923,44096.71959706837,290100.3876454924,259675.62082976423,319404.2951551689
183,2018-08-08,76868.92504692849,70382.5730980889,83419.19413521807,138997.94746514125,121912.15145924324,156048.3321729663,33136.90669221456,30401.476509021828,35725.541785178786,39798.52931542734,35989.53379052827,43360.000982803744,288802.30851971166,258685.73485688225,318553.0690761669
184,2018-08-09,75926.98295993406,68811.4959022451,83043.94120156548,135479.91303870585,118331.73297625608,150777.0465905968,32692.320174964683,29992.295870883467,35392.801717320726,39075.269879585445,35677.62433100937,42841.9688491438,283174.48605319,252813.149080394,312055.75835862686
185,2018-08-10,73231.49754058004,65840.22755808244,80198.82770179212,124513.89887791176,107762.2755884894,141951.84774796714,31751.597520542928,29256.696784353047,34543.96214674963,37858.413779486116,34467.30497981303,41241.06137313643,267355.40771852084,237326.50491073792,297935.6989696453
186,2018-08-11,69573.35250653038,62564.90567859983,77173.55787264064,94439.99984563743,79699.28487309309,110186.02696302596,30468.807283710485,27711.735591572626,33298.755540518694,36938.69916106044,33563.805972670576,40358.46102702677,231420.85879693876,203539.73211593612,261016.80140321207
187,2018-08-12,72085.08378248982,64882.01658298959,78989.21282698167,99153.53933961166,82547.79027140774,115698.2750929559,30916.16576445259,28167.849467625507,33533.61741970046,37953.6656366958,34699.29898714228,41283.13635815205,240108.45452324988,210296.95530916512,269504.2416977901
188,2018-08-13,76664.3268277587,69996.32773263322,83559.8527164851,139685.2535730197,121607.62502976865,156703.22106263653,32569.74582655465,30101.344906804326,35121.11367268389,39212.07378089464,35647.59273325115,42572.95292137032,288131.4000082277,257352.89040245733,317957.14037317585
189,2018-08-14,76349.39642121489,69354.80950668135,83237.58624370626,139515.7115262468,123130.18886538743,155765.01416297688,32798.66781128857,30213.058900414366,35364.83082255471,39167.684305981,35744.59588529302,42434.40830172423,287831.46006473125,258442.65315777616,316801.83953096205
190,2018-08-15,75965.60680163029,69005.81530947707,82462.02062997062,138775.91615587805,121457.49339803692,155088.18508717776,32724.04566176024,30168.264823957747,35579.67179898649,38282.293753699705,34863.354267630275,41892.406450898416,285747.8623729683,255494.92779910204,315022.28396703326
191,2018-08-16,74812.61408544087,67109.73294258479,82114.8894646646,134840.11373598548,118927.80905329774,151306.42356772366,32210.33730985307,29574.774321996792,34770.5899458149,37427.642927785644,33796.271752035915,41013.46111536781,279290.70805906504,249408.58806991522,309205.36409357097
192,2018-08-17,71894.1186190258,65363.320706043494,78822.74964780928,123443.54985494423,107243.68383527531,140198.79691230666,31201.019357072986,28579.766123576905,33911.616923153364,36077.2852073201,32877.98740879995,39571.471794092125,262615.9730383631,234064.75807369564,292504.63527736143
193,2018-08-18,68007.75644295556,60874.67416713805,75123.43996819053,92933.15242304986,74906.66806105261,110951.71247219469,29852.197942807044,27163.505062059987,32451.540779654235,35024.68803592726,31462.008285419404,38392.83097508545,225817.79484473972,194406.85557567005,256919.52419512492
194,2018-08-19,70293.03156172555,63472.94885973401,77682.62382482794,97211.05953647304,79666.04420261082,113304.2989117327,30238.062598816592,27544.75233535743,32974.66180636343,35910.34432018295,32370.531924934065,39324.73734713938,233652.49801719814,203054.27732263634,263286.32189006347
195,2018-08-20,74654.54345622726,67867.60927480386,81761.46048411739,137314.65885799384,120239.60786807402,153842.86651348442,31836.531849246083,29114.98050939604,34409.93396185463,37046.10959281797,33288.44959799867,40274.018093996,280851.84375628515,250510.64725027257,310288.2790534524
196,2018-08-21,74137.34812694436,66931.4854565136,80909.4800344182,136730.87483788969,119475.75173228263,152748.22404012957,32018.384973125278,29226.532554988324,34543.99743918231,36888.89217128855,33872.453045064125,40311.53690034541,279775.50010924786,249506.22278884865,308513.2384140755
197,2018-08-22,73573.06726847767,66663.15084623056,80621.99278979223,135596.65185822715,119242.16576408368,152074.40857425713,31906.154865041022,29301.41381389278,34478.805952757626,35903.595717732525,32400.542652568198,39363.299936773714,276979.4697094784,247607.27307677522,306538.5072535807
198,2018-08-23,72267.033937482,64867.84404689249,79424.74013316103,131291.6620595449,114794.85645899698,148128.51711753776,31365.432683897478,28622.278609452384,33863.08241154466,34964.93315038338,31640.56950366458,38324.30933673437,269889.0618313078,239925.54861900644,299740.64899897785
199,2018-08-24,69227.81835351509,62259.578409923444,75990.97309391732,119555.97762672235,101677.04339382036,135995.65410865113,30340.505727324555,27739.3269324521,32999.3815244555,33549.20184652014,29924.539662816158,36842.9583957834,252673.50355408213,221600.48839901207,281828.96712280734
200,2018-08-25,65256.96835504238,58568.27007134063,72322.70420306167,88740.68851613968,71654.56858039065,106992.26937197057,28987.941557354407,26406.79757950868,31479.53218245118,32452.296225215825,28958.013062593327,35785.55597435424,215437.8946537523,185587.6492938333,246580.0617318377
201,2018-08-26,67496.82075139895,60294.82797772649,74351.48309278935,92751.38350063028,75802.37640275425,110036.85043621708,29382.026000123857,26677.601728154004,32182.051794803167,33316.737147024876,30160.305820972982,36736.28564466376,222946.96739917796,192935.11192960772,253306.67096847337
202,2018-08-27,71853.64162143221,64788.509315469804,78505.62782581274,132628.16068446843,115369.53902859424,149362.82486723262,31000.404269685347,28482.599168231016,33686.087631609334,34455.93651994147,31107.32607388711,37899.14090874109,269938.1430955275,239747.97358618217,299453.6812333958
203,2018-08-28,71372.93642011294,64733.255188241375,77968.2737780885,131859.90281086776,115024.90361487304,148969.97873133927,31213.21977605669,28526.520752542805,33911.873031507464,34327.82663017201,30989.16075264643,37739.47226007572,268773.8856372094,239273.84030830362,298589.597801011
204,2018-08-29,70885.54595057327,64208.84106940971,78483.03730313129,130584.76404886921,113613.49762437782,148141.5670475483,31142.025344151956,28266.49087959117,33692.43203431727,33397.75557657592,29994.42648462601,36519.01437872829,266010.09092017036,236083.2560580047,296836.0507637252
205,2018-08-30,69694.81686336793,62626.05794102882,76476.58291373272,126182.89530534804,108524.08287086929,143291.75351590675,30651.116978872218,27814.94312540416,33374.4181111434,32540.269356328008,29182.866617736392,35800.126768534115,259069.09850391618,228147.95055503864,288942.881309317
206,2018-08-31,66806.18945823934,59534.56867647616,73647.54502712711,114394.14590571504,96825.04377880356,132637.71473343912,29683.210730353785,27040.720737841195,32215.668237925136,31230.871714108867,27935.027617690637,34811.88833414738,242114.417808417,211335.36081081157,273312.81633263873
207,2018-09-01,63017.03531177436,56149.03547783351,69993.4303136836,83568.72056910384,67382.81089424633,101787.7734772643,28393.074499260245,25926.456330204386,30969.07007903314,30264.03855249079,26495.671217804374,33634.653398796356,205242.86893262924,175953.97392008858,236384.92726877742
208,2018-09-02,65464.59790128366,58742.6823067791,72387.11541069993,87610.70747351175,69585.70716054748,104356.31282878014,28853.020952771785,26183.50207561356,31486.718542752023,31280.266562764507,28118.670829269427,34925.09485895471,213208.5928903317,182630.56237220956,243155.24164118682
209,2018-09-03,70049.2902295814,63088.1229415115,77209.92082050383,127558.14153406215,111428.11290747605,144555.10210009528,30538.609126856776,28006.87401793524,33156.21372936003,32590.374190072987,29206.79828122936,36267.424954011774,260736.41508057332,231729.90814815217,291188.6616039709
210,2018-09-04,69810.18541497643,63036.10272546228,76451.94988515806,126897.33634306063,109592.10339679125,143593.17145163968,30817.847428568966,28166.220309411692,33475.600173785235,32649.18368225309,29466.241679879513,36220.77460425028,260174.5528688591,230260.66811154474,289741.4961148332
211,2018-09-05,69571.31070719256,62405.569825690254,75825.7546497254,125763.4297836613,109414.35180655653,143160.4643003615,30810.1708026554,28198.57298432872,33438.75008582504,31918.484356949528,28466.001078609435,35233.35429018739,258063.39565045875,228484.49569518495,287658.3233260993
212,2018-09-06,68629.02746613506,61655.84081711979,75789.72711144449,121533.16896261305,103993.59386768003,137842.1937528452,30377.84017890582,27712.069650289384,33096.130528146066,31268.895947244106,27883.750238564935,34741.42397498623,251808.93255489803,221245.25457365412,281469.475367422
213,2018-09-07,65981.8334129579,59583.790724192215,73413.96252381486,109942.6711945585,92817.14309506933,125690.6236779614,29461.68273975396,26706.151246481597,32086.74010343275,30171.72105293388,26663.435981816296,33956.471893619506,235557.90840020427,205770.52104755945,265147.79819882853
214,2018-09-08,62420.41306832251,55550.65032026385,69189.09092748829,79338.13918943622,62238.198681335285,95666.12862031756,28214.782899324626,25498.11060189696,30857.706968337217,29417.0610691791,26164.191415694713,32907.64578777729,199390.39622626247,169451.1510191908,228620.57230392034
215,2018-09-09,65075.782998453804,58249.59857827938,71819.06182263576,83619.4457805417,66224.79064480081,100016.76372940237,28708.0283406265,26170.992267239275,31434.08561007482,30640.972551954244,26959.619720031176,33879.76359580849,208044.22967157626,177605.00121035066,237149.67475792143
216,2018-09-10,69842.77958236872,62901.17287857392,76526.63636748576,123820.25217059482,107162.9442898575,141195.70094323027,30415.85704272245,27842.49576196974,33182.079277088764,32149.879235701213,28879.169089222483,35709.10095274761,256228.76803138724,226785.78201962364,286613.5175405524
217,2018-09-11,69755.71942411571,62529.84515678393,76871.69803760233,123422.39327925752,106384.48237426233,139465.15839812777,30705.496598350146,28149.463579318162,33203.203577551125,32394.365436961896,28681.568446960893,35855.46761124745,256277.9747386853,225745.3595573253,285395.5276245287
218,2018-09-12,69634.83765841628,62895.39610397674,76600.54877441806,122556.4755708236,104043.8752387858,139811.52439360286,30695.96744656074,28176.21364267688,33258.67307042384,31832.24793054524,28492.999686641462,35134.03186561929,254719.52860634588,223608.4846720809,284804.77810406405
219,2018-09-13,68773.78226160251,61949.87894839152,75742.9502145042,118594.71354562067,102526.88150557704,134759.01923021313,30249.49730577467,27589.000239193363,32944.88290645623,31330.54216460716,28105.456458708846,35080.77166855495,248948.535277605,220171.21715187075,278527.6240197285
220,2018-09-14,66169.497174362,59657.49241398913,72879.78899647633,107268.74228124223,91212.51526882575,122860.29085249771,29307.26485026893,26526.420762341684,32093.54037187371,30357.408987069146,26969.171688623723,33773.081711029314,233102.9132929423,204365.60013378027,261606.70193187706
221,2018-09-15,62612.31767682699,55703.38142923387,69412.20718828005,76920.38485020255,60297.6241743654,93989.62408221839,28023.082375065806,25298.807775701964,30713.46471048225,29700.353621054688,26051.096860498485,33316.943282384,197256.13852315006,167350.9102397997,227432.2392633647
222,2018-09-16,65234.12326628273,58918.24509446445,72616.72130992987,81445.29058666808,64997.31791970537,98867.28789012523,28468.922005188673,25730.43840570718,30966.792907167433,30993.45151076596,27626.13447522772,34695.18310330669,206141.78736890547,177272.1358951047,237145.9852105292
223,2018-09-17,69931.79552669339,62400.09366065047,76497.383651877,121873.10869985478,105856.46596585341,139723.3158667434,30120.63194059322,27430.087167913152,32922.88552508142,32541.814278642287,29122.332228404186,35911.88307567092,254467.35044578367,224808.9790228212,285055.46811937273
224,2018-09-18,69742.81204227987,63193.21276457383,76468.93754841624,121681.93113477438,104321.62291060813,139326.51182210186,30347.134930719567,27719.8266752398,32902.81768571456,32795.419973392985,29325.906349274028,36162.400413854724,254567.2980811668,224560.5686996958,284860.6674700874
225,2018-09-19,69491.58365676033,62390.68137141963,76573.45876270998,120998.95012974202,104287.19174874964,138186.57228185807,30269.381804753626,27676.660072500566,32954.33962550247,32212.203607010702,28768.361576656403,35828.20888937383,252972.11919826668,223122.89476932623,283542.57955944433
226,2018-09-20,68476.81630590299,61846.83071726228,75266.43817611474,117193.35641491112,99555.03799176769,133758.57653043754,29751.7088171007,27205.35757455886,32473.862585949115,31660.02325663405,28249.204643443107,34990.628810482354,247081.90479454887,216856.43092703196,276489.5061029837
227,2018-09-21,65701.23431310123,58119.058332114815,72483.63208896155,105994.21485504364,88852.43543207037,121735.07248300982,28737.51855402194,26214.5224521396,31358.52257045901,30608.587829041327,27419.20543316383,33878.921489884684,231041.55555120812,200605.22164948858,259456.14863231505
228,2018-09-22,61961.49351543869,55441.86136672898,69314.2920307247,75741.29541456011,59575.96434561394,92206.17496886183,27382.896027470775,24802.37592272424,29936.032818065152,29847.61867025401,26479.193983489135,32979.45800705993,194933.3036277236,166299.3956185563,224435.9578247116
229,2018-09-23,64396.13509073782,56981.91915461072,71370.21495790168,80328.7741047695,64185.078225354155,96718.83994207084,27762.066515063245,24948.23260764735,30535.58969815728,31014.02059443942,27692.502736709077,34382.911487038065,203500.99630501,173807.7327243213,233007.55608516786
230,2018-09-24,68908.83371747295,62180.083414414075,75787.16314548928,120785.46673940349,104135.60339105607,137925.47605756175,29353.043702335002,26658.646624312627,32173.54005035218,32416.277008127174,28969.708173178522,36022.78766550491,251463.62116733863,221944.04160296128,281908.9669189081
231,2018-09-25,68543.77759754565,61407.737617656705,75285.49187822058,120589.3274248624,103784.99469110875,137217.9615914455,29526.762385922248,26971.06806469739,32310.535663489303,32508.195187244684,28937.730165495614,35912.064560363404,251168.06259557497,221101.53053895847,280726.0536935188
232,2018-09-26,68131.79425830336,61348.419956087215,75231.40059958029,119868.15499070265,102502.61827691286,136806.99770539423,29405.97056584963,26789.43296171753,31839.583644009967,31751.89997372939,28385.360789680224,35176.87537551108,249157.819788585,219025.83198439784,279054.85732449556
233,2018-09-27,66977.5099119373,60031.45073887384,74615.69515031083,115992.53087563107,98834.08217018085,132970.55028055643,28856.531565720063,26220.96353067447,31489.159942893155,31019.693763870713,27496.430814301384,34363.13904291963,242846.26611715916,212582.92725403054,273438.54441668006
234,2018-09-28,64088.88554677142,57265.65144297715,70908.53969363424,104693.72275513316,87223.76363046424,120680.24428842132,27823.057625757796,25200.40447019008,30564.26044183196,29785.87173738512,26431.687891014393,32989.10380413295,226391.53766504748,196121.50743464587,255142.14822802047
235,2018-09-29,60266.963945023046,52904.74360963145,67463.72084574963,74314.52925568898,57775.55783091337,91137.8996166876,26462.488061968663,23770.4882358348,29068.502626713263,28844.767536246734,25548.06275488718,32327.487482811848,189888.74879892744,159998.8524312668,219997.61057196232
236,2018-09-30,62653.6836874582,56172.931993254875,70194.30997989429,78752.97800701248,62446.80767606468,95712.76200836794,26849.519740496024,24234.843174682293,29386.885288215428,29837.80808457003,26668.609384450552,33151.621535594946,198093.98951953673,169523.19222845242,228445.5788120726
237,2018-10-01,67155.01816988678,60273.612314072554,73842.96394584783,119042.53767360587,102053.86312795374,136095.70604067977,28462.239299703386,25814.85444120314,31093.460083089078,31077.79534597403,27644.189218025647,34579.43800103681,245737.59048917008,215786.51910125508,275611.5680706535
238,2018-10-02,66816.28062087763,59505.38666611006,73860.85060088028,118666.5740454348,100957.38016553495,134965.02392357722,28671.251913315573,25932.95696573765,31373.08598974541,31022.544112297393,27537.44101897703,34453.435201002365,245176.6506919254,213933.1648163597,274652.3957152053
239,2018-10-03,66468.21145583512,59575.74290756519,73844.0509951493,117758.99200652615,100378.90451443876,133994.8550342637,28598.581598752706,25864.945377361106,31182.308006689436,30137.77695809409,26777.614894461643,33498.73279610686,242963.56201920807,212597.20769382673,272519.9468322093
240,2018-10-04,65414.137045678195,58701.97080956495,72557.36858364326,113697.08606802743,97102.17963994275,129790.35389379803,28108.993519360574,25289.53211505937,30692.188415123055,29298.89685176153,25607.934909550702,32818.84441106996,236519.11348482774,206701.61747411778,265858.75530363433
241,2018-10-05,62659.54321458044,56384.88026792358,70103.48027759041,102219.33356269026,85378.37305425307,120056.75228756084,27145.659173958058,24583.379082406886,29879.25695226764,27982.728669572818,24536.375662604474,31352.950510498104,220007.26462080158,190883.00806718797,251392.44002791698
242,2018-10-06,59001.89663249253,52136.654388720344,66157.62833126623,71676.10639759003,54797.487374042845,87932.81810503965,25863.776668640705,23059.261816111277,28555.619423374512,26985.50673371219,23773.873207263576,30407.046893612467,183527.28643243545,153767.27678613804,213053.11275329284
243,2018-10-07,61578.56799357462,54693.284617488316,68874.23125893636,75973.21493026204,58346.470333229845,93069.47676886765,26336.052600400926,23590.138092103945,29098.820728427443,27949.88854002587,24405.013726609384,31330.071401449233,191837.72406426346,161034.9067694315,222372.6001576807
244,2018-10-08,66290.1117578656,59243.752923214786,73085.59068500888,116151.94673959287,98724.71854241897,133695.86965828924,28038.393479353563,25081.0714964071,30666.357814298633,29189.213468768347,25763.78088967902,32617.65580789324,239669.66544558038,208813.32385171985,270065.47396549
245,2018-10-09,66175.73921541173,59251.82004100172,73184.31815173817,115703.3333024085,97609.02199220206,131971.68226048222,28339.09973489417,25909.81485285876,31071.411657007367,29161.13606508601,25706.581396451875,32476.82556299108,239379.3083178004,208477.2382825144,268704.23763221886
246,2018-10-10,66059.59612085971,59049.08193133933,72821.24723505978,114768.59011528993,98282.29441984619,132702.9288779933,28357.83537083839,25554.437796605773,30996.598577689914,28330.535000800905,24756.46835294564,31835.355658407734,237516.55660778892,207642.28250073694,268356.13034915074
247,2018-10-11,65238.12818405952,58479.04964310636,72403.73243134805,110731.75739220888,93597.0328468289,127430.19167083527,27957.021645112734,25076.457684578072,30760.366635529317,27571.31767223468,24185.33684499825,30882.327032051493,231498.2248936158,201337.8770195116,261476.61776976413
248,2018-10-12,62709.87140771464,56175.20751280853,69603.07039682924,99337.28052662832,83570.59274892998,117484.90222629909,27077.57352192783,24567.12323198299,29808.87047644627,26358.210648707973,22699.373221077883,29732.80454171375,215482.93610497878,187012.29671479936,246629.64764128835
249,2018-10-13,59265.49377336599,52033.36265509751,66236.60017573988,68940.51183603946,52125.77024776057,85171.20749386256,25872.588937078017,23029.939338952943,28570.554087549783,25484.81159674217,22136.50606996459,28694.009669174007,179563.4061432256,149325.5783117756,208672.37142632625
250,2018-10-14,62035.935363543016,55049.150389160466,69151.66560181938,73451.05317418752,56408.7702453484,90316.03446657119,26412.89530742049,23579.85634879699,28965.55265271774,26590.680929927723,23092.528271565327,30135.969803768992,188490.56477507873,158130.30525487117,218569.22252487732
251,2018-10-15,66915.8949617072,60219.66056069365,73456.90882060533,113912.60843019684,96931.15124688149,131100.05430475943,28172.799231544643,25309.320436677466,30762.79117352537,27985.689698549122,24591.48376375248,31319.036156110207,236986.99232199782,207051.61600800508,266638.7904550003
252,2018-10-16,66939.49342641734,59913.986227134934,74007.16747967499,113817.08524047675,97552.06571658804,132971.88443766252,28519.330625725135,26012.444797546395,31127.90340526386,28123.750729602307,24748.694899135848,31762.576024617654,237399.6600222215,208227.19164040522,269869.531347219
253,2018-10-17,66926.7190956357,60267.608707548185,73845.99016749782,113304.89762352675,97601.02047354155,130502.94645884178,28571.252792181756,25746.380571363406,31490.01740469766,27465.831330381516,23880.508478961714,30750.387968718733,236268.70084172572,207495.51823141484,266589.341999756
254,2018-10-18,66170.93317038093,59237.67464818042,72771.47226350536,109757.50251094565,92228.1904043275,125665.84802717644,28190.485508711237,25186.87359217736,31030.900396222914,26881.864570618334,23420.27227488782,30315.078302842303,231000.78576065614,200073.0109195731,259783.298989747
255,2018-10-19,63668.76755286661,56434.264886180456,70132.59148829516,98914.91466572898,83139.30540846115,115549.64077203801,27317.85892227574,24821.566809184045,29914.950953183445,25842.64636085073,22489.11168705609,29153.53270562078,215744.18750172204,186884.2487908817,244750.71591913738
256,2018-10-20,60210.238087106496,53334.51058038279,66138.64279094993,69126.18607789042,50939.18087138145,86218.17128895156,26106.80767389315,23425.941559975152,28831.32159311044,25137.99098373093,21542.815955559145,28847.213058512905,180581.222822621,149242.44896729855,210035.34873152483
257,2018-10-21,62926.91781165557,55684.83596807166,70111.27437660139,74292.77307258337,56056.16878709254,90777.22092376191,26628.90944477202,23864.308870682627,29050.403350752564,26403.9204729903,22948.216831485104,29966.229895324832,190252.52080200124,158553.53045733194,219905.12854644068
258,2018-10-22,67715.41694453296,60702.39329728176,74477.97117129847,115448.46271591038,98065.57805403508,132513.45922688517,28359.61401130157,25697.845088835264,31097.453997925408,27947.101692626235,24250.368497215695,31257.0869507814,239470.59536437114,208716.1849373678,269345.97134689044
259,2018-10-23,67612.99977784438,60346.78291521872,75035.89022648876,116073.59917248522,97397.8522137035,132629.99042623912,28667.454573231153,26232.52532430564,31465.900948244845,28218.65573397121,24781.298680765456,31635.35707533296,240572.70925753197,208758.45913399334,270767.1386763057
260,2018-10-24,67443.94483336266,60256.426807150165,74267.40953992122,116295.56171142233,100882.63809086956,134300.96915778966,28673.013739147143,25873.216876766706,31226.99339709863,27677.235886197166,24197.89499569176,31210.81739744868,240089.7561701293,211210.17677047817,271006.1894922582
261,2018-10-25,66506.92851067444,59979.16899457526,74320.26229293429,113481.52588560822,97543.18467810038,130440.51478306612,28240.29248776869,25529.128604143345,30930.895815987868,27190.98952925365,23604.35182802076,30626.19177344489,235419.736413305,206655.83410483974,266317.8646654332
262,2018-10-26,63804.76811206707,56997.875232935025,70293.26445041818,103356.24946035961,87842.79530191423,120433.67224024262,27312.401425616805,24679.813678169005,30005.661974936473,26229.489937962386,22613.130226810415,29424.799247940486,220702.90893600587,192133.61443982867,250157.39791353774
263,2018-10-27,60134.35163095823,53453.34657273734,67217.838902756,74252.86479277172,58328.91586304401,90909.51234181927,26045.185570978643,23285.37784730931,28765.76468371434,25581.909893880296,22153.044072048357,28901.37612775645,186014.3118885889,157220.684355139,215794.4920560461
264,2018-10-28,62634.604255503975,56029.72742312068,69572.35137809624,80056.59508169803,63081.14842801567,96740.72572118412,26512.688869920144,23854.524561367434,29162.198612559405,26884.2122269338,23380.50026669176,30238.806533242954,196088.10043405596,166345.90067919556,225714.08224508274
265,2018-10-29,67209.74439675469,60281.84917830827,74485.84100855135,121785.05891781846,104518.53839179825,139529.04772632447,28192.806702573962,25447.40879999972,30765.80814810772,28443.57135803192,25162.045075860533,31676.38722119743,245631.181375179,215409.8414459668,276457.084104181
266,2018-10-30,66904.66607817498,60061.12058469746,74077.64296859979,122902.8954244762,106603.36685419097,140245.006917941,28456.42040671358,25748.643380598125,31113.746581428855,28712.151160346224,25130.564128235703,32262.00574298235,246976.133069711,217543.69494772228,277698.402210952
267,2018-10-31,66551.06106959238,59551.19928605397,73365.41976903805,123522.65228756808,105568.49251635627,139103.4125444122,28426.28849104008,25582.549168317786,31217.25542307117,28150.13655183822,24769.642592320633,31549.03629138402,246650.13840003876,215471.88356304864,275235.1240279054
268,2018-11-01,65454.568193827676,58144.72077759837,72870.48224511843,120997.9579805933,103939.33670787238,138023.0364435653,27968.345103687636,25353.409520550813,30854.10462750795,27627.635744981213,24282.588332289142,30992.712508058674,242048.50702308983,211720.0553383107,272740.33582425036
269,2018-11-02,62624.29283645312,55382.40218886432,69913.23738110157,111041.70896640398,94927.83393159608,128431.26371758357,27027.3272156774,24375.002027255778,29796.427927884095,26616.54108985219,23102.524789196003,30120.00575493505,227309.87010838668,197787.76293691216,258260.9347815043
270,2018-11-03,58862.530927141146,51817.08138071074,65447.47932079407,81977.242481798,65209.78673874689,98464.70284859245,25760.34371706608,22978.462798315744,28261.59735134237,25908.62266524379,22403.58623276206,29165.826854187148,192508.73979124904,162408.91715053542,221339.60637491607
271,2018-11-04,61312.5537533813,54290.84651579476,68977.9086150483,87682.40122524022,68999.81425137886,104453.04925778668,26242.294369065494,23454.15540734109,28650.546977392234,27142.632239892868,23500.187002048817,30579.023265451277,202379.88158757988,170245.00317656354,232660.5281156785
